Tipo_Codigo,SPN,FMI,Descripcion,Grupo,Criticidad,Origen_Criticidad,Motor_Aplica
SPN,6954,7,Axle 4 Monitored Tire Count : Mechanical System Not Responding Or Out Of Adjustment,Eje,MEDIA,Manual,Generico
SPN,1059,2,"Sensor de carga del eje - Datos erráticos, intermitentes o incorrectos",Frenos,MEDIA,Manual,Generico
SPN,168,14,Fuente de alimentacion perdida en el Módulo de Control de Transmisión (TCM),Transmisión,MEDIA,Manual,Generico
SPN,168,3,Controlador del sistema de frenos - Voltaje por Encima de lo Normal o en Corto con Fuente Alta,Frenos,MEDIA,Manual,Generico
SPN,1727,4,"Baja presion en el eje trasero izquierdo - Voltaje por debajo de lo normal, o cortocircuitado a fuente baja",Eje,MEDIA,Manual,Generico
SPN,116,1,Presión de aplicación del freno - Datos validos pero por debajo del Rango Normal De Operación - Nivel más severo,Frenos,MEDIA,Manual,Generico
SPN,1067,2,"Sensor de señal de freno 1 - Datos erráticos, intermitentes o incorrectos",ABS,MEDIA,Manual,Generico
SPN,1067,7,Sensor de señal de freno 1 - El sistema mecánico no responde o está desajustado,ABS,MEDIA,Manual,Generico
SPN,1067,11,Sensor de señal de freno 1 - Causa raíz desconocida,ABS,MEDIA,Manual,Generico
SPN,1068,2,"Sensor de señal de freno 2 - Datos erráticos, intermitentes o incorrectos",Frenos,MEDIA,Manual,Generico
SPN,597,2,Las entradas del interruptor de freno no coinciden,Frenos,MEDIA,Manual,Generico
SPN,597,0,Lectura del interruptor de freno por encima del rango normal,Frenos,MEDIA,Manual,Generico
SPN,597,1,Lectura del interruptor de freno por debajo del rango normal,Frenos,MEDIA,Manual,Generico
SPN,2609,15,Sensor de Presión de salida del compresor de refrigerante de aire acondicionado de la cabina - Datos válidos pero superiores al rango de funcionamiento normal: nivel menos grave,HVAC,MEDIA,Manual,Generico
SPN,2609,16,Sensor de Presión de salida del compresor de refrigerante de aire acondicionado de la cabina - Datos válidos pero superiores al rango de funcionamiento normal - nivel moderadamente grave,HVAC,MEDIA,Manual,Generico
SPN,2609,1,Sensor de Presión de salida del compresor de refrigerante de aire acondicionado de la cabina - Datos válidos pero debajo del rango de funcionamiento normal - Nivel más severo,HVAC,MEDIA,Manual,Generico
SPN,2609,7,Sensor de Presión de salida del compresor de refrigerante de aire acondicionado de la cabina - El sistema mecanico no responde,HVAC,MEDIA,Manual,Generico
SPN,3981,2,"Actuador de control de modo de A/C de cabina - Datos Erráticos, Intermitentes o Incorrectos",HVAC,MEDIA,Manual,Generico
SPN,3984,2,"Actuador de control de puerta de recirculación de A/C de cabina - Datos Erráticos, Intermitentes o Incorrectos",HVAC,MEDIA,Manual,Generico
SPN,3985,9,Controlador del sistema de A/C de la cabina - Tasa de actualización anormal,HVAC,MEDIA,Manual,Generico
SID,248,9,CAN Electronic Clutch Actuator Message: Abnormal Update Rate,Desconocido,MEDIA,Manual,Generico
SPN,521021,2,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,521022,2,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,521023,2,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,521024,2,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,1564,2,"Forward-looking Camera (Sistema Wingman) - Datos erráticos, intermitentes o incorrectos",Frenos,MEDIA,Manual,Generico
SPN,598,1,Interruptor del embrague -Datos válidos pero debajo del rango de funcionamiento normal - Nivel más severo,Transmisión,MEDIA,Manual,Generico
SPN,598,7,Interruptor del embrague - El sistema mecánico no responde o está desajustado,Transmisión,MEDIA,Manual,Generico
SPN,598,14,"Interruptor del embrague superior, atascado en posición de abierto o cerrado",Transmisión,MEDIA,Manual,Generico
SPN,6980,6,Cold Inflation Pressure : Current Above Normal Or Grounded Circuit,Desconocido,MEDIA,Manual,Generico
SPN,876,6,Compresor de acoplamiento del embrague del HVAC - Corriente por encima de lo normal,HVAC,MEDIA,Manual,Generico
SPN,876,5,Compresor de acoplamiento del embrague del HVAC - Corriente debajo de lo normal o circuito abierto,HVAC,MEDIA,Manual,Generico
SPN,232,0,Sistema de posicionamiento global diferencial (DGPS),Información,MEDIA,Manual,Generico
SPN,566,5,Circuito de bloqueo del diferencial trasero central - Corriente debajo de lo normal o circuito abierto,Diferencial,MEDIA,Manual,Generico
SPN,569,5,Circuito de bloqueo del diferencial trasero delantero - Corriente debajo de lo normal o circuito abierto,Diferencial,MEDIA,Manual,Generico
SPN,569,2,"Circuito de bloqueo del diferencial trasero delantero - Datos erráticos, intermitentes o incorrectos",Diferencial,MEDIA,Manual,Generico
SPN,691,2,Desactivar la solicitud de bloqueo del diferencial trasero cental- Error del interruptor de bloqueo del divisor de potencia,Diferencial,MEDIA,Manual,Generico
SPN,687,2,Desactivar la solicitud de bloqueo del diferencial trasero 1- Error del interruptor de bloqueo del divisor de potencia,Diferencial,MEDIA,Manual,Generico
SPN,4818,5,Driver Air Bag-Open Line,Desconocido,MEDIA,Manual,Generico
PID,34,4,Actuador del embrague electrónico (ECA): Voltaje por debajo de lo normal o circuito abierto,Transmisión,MEDIA,Manual,Generico
SPN,1056,5,"Control electrónico de presión, control del remolque - Corriente por debajo de lo normal o circuito abierto",Frenos,MEDIA,Manual,Generico
PID,118,4,Engine Brake Control Pressure Signal Out-Of-Range low,Desconocido,MEDIA,Manual,Generico
SPN,2000,9,Engine Controller: Abnormal Update Rate,Desconocido,MEDIA,Manual,Generico
SPN,7000,4,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,411,2,"Presión diferencial de recirculación de gases de escape del motor - Datos erráticos, intermitentes o incorrectos",Postratamiento,MEDIA,Manual,Generico
SPN,411,4,Presión diferencial de recirculación de gases de escape del motor - Voltaje por debajo de lo normal o circuito abierto,Postratamiento,MEDIA,Manual,Generico
SPN,2659,21,Recirculación de gases de escape del motor 1 : Caudal másico bajo,Postratamiento,MEDIA,Manual,Generico
SPN,412,16,Temperatura de recirculación de gases de escape del motor - Datos válidos pero superiores al rango de funcionamiento normal - Nivel moderadamente severo,Postratamiento,MEDIA,Manual,Generico
SPN,2791,8,Bobina de la válvula de recirculación de gases (EGRV) - Frecuencia anormal,Postratamiento,MEDIA,Manual,Generico
SPN,2791,5,Bobina de la válvula de recirculación de gases (EGRV) - Corriente debajo de lo normal o circuito abierto,Postratamiento,MEDIA,Manual,Generico
SPN,1209,2,"Engine Exhaust Pressure 1 : Data Erratic, Intermittent Or Incorrect",Desconocido,MEDIA,Manual,Generico
SPN,3055,1,Engine Fuel System Monitor : Data Valid But Below Normal Operational Range - Most Severe Level,Desconocido,MEDIA,Manual,Generico
SPN,172,0,Engine Intake 1 Air Temperature : Data Valid But Above Normal Operational Range - Most Severe Level,Desconocido,MEDIA,Manual,Generico
SPN,172,3,"Engine Intake 1 Air Temperature : Voltage Above Normal, Or Shorted To High Source",Desconocido,MEDIA,Manual,Generico
SPN,4228,15,Engine Variable Geometry Turbocharger Actuator 1 Temperature : Data Valid But Above Normal Operating Range - Least Severe Level,Desconocido,MEDIA,Manual,Generico
SPN,1550,5,Porcentaje estimado de la velocidad del ventilador 2 - Corriente debajo de lo normal o circuito abierto,Desconocido,MEDIA,Manual,Generico
SPN,6976,6,Extreme Under Pressure Percentage Threshold Setting : Current Above Normal Or Grounded Circuit,Desconocido,MEDIA,Manual,Generico
SPN,6976,5,Extreme Under Pressure Percentage Threshold Setting : Current Below Normal Or Open Circuit,Desconocido,MEDIA,Manual,Generico
SPN,77,1,Sensor de temperatura del eje trasero delantero - Datos válidos pero inferiores al rango de operacion normal: nivel más severo,Eje,MEDIA,Manual,Generico
SPN,1705,31,Forward View Imager System : Condition Exists,Desconocido,MEDIA,Manual,Generico
SPN,1705,6,Forward View Imager System : Current Above Normal Or Grounded Circuit,Desconocido,MEDIA,Manual,Generico
SPN,1705,5,Forward View Imager System : Current Below Normal Or Open Circuit,Desconocido,MEDIA,Manual,Generico
SPN,1705,14,Imager System de vista frontal - Instrucciones Especiales,Wingman,MEDIA,Manual,Generico
SPN,904,19,Velocidad del eje delantero - Datos de red recibidos en error,Eje,MEDIA,Manual,Generico
SPN,520321,14,Grade Sensor : Special Instructions,Desconocido,MEDIA,Manual,Generico
SPN,520211,7,Actuador de HVAC: el sistema mecánico no responde o no está ajustado,HVAC,MEDIA,Manual,Generico
SPN,520210,3,Salida del soplador del HVAC - Voltaje por Encima de lo Normal o en Corto con Fuente Alta,HVAC,MEDIA,Manual,Generico
SPN,520210,4,Salida del soplador del HVAC - Voltaje por debajo de lo normal o circuito abierto,HVAC,MEDIA,Manual,Generico
SPN,520465,2,Fallos múltiples en el motor del Cabezal de control de HVAC,HVAC,MEDIA,Manual,Generico
SPN,1548,5,Temperatura del conducto de HVAC - Corriente debajo de lo normal o circuito abierto,HVAC,MEDIA,Manual,Generico
SPN,1548,0,Temperatura del conducto de HVAC - Datos válidos pero superiores al rango de operación normal - Nivel más severo,HVAC,MEDIA,Manual,Generico
SID,22,2,Injection Driver Module Incorrect Camshaft Position Output Signal Signature,Desconocido,MEDIA,Manual,Generico
SID,22,8,Injection Driver Module Incorrect Crankshaft Position Output Signal Signature,Desconocido,MEDIA,Manual,Generico
SID,19,2,Voltaje incorrecto en la palanca de cambios: Datos erráticos,Transmisión,MEDIA,Manual,Generico
SPN,527,9,Desconocido,Desconocido,MEDIA,Manual,Generico
SID,231,14,La TECU ha perdido comunicación o ha recibido señales erráticas de la ECU del motor a través del enlace de datos J1939 durante 5 segundos o más,Transmisión,MEDIA,Manual,Generico
SPN,1231,9,J1939 Network #2 : Abnormal Update Rate,Desconocido,MEDIA,Manual,Generico
SPN,520985,14,Key Switch : Special Instructions,Desconocido,MEDIA,Manual,Generico
SPN,158,2,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,158,17,Key Switch Battery Potential : Data Valid But Below Normal Operating Range – Least Severe Level,Desconocido,MEDIA,Manual,Generico
SPN,1747,2,"Interruptor de control de Inclinación - Datos erráticos, intermitentes o incorrectos",Eje,MEDIA,Manual,Generico
SPN,516785,0,Left Steering Wheel Switch Pod Input is Above Normal Range,Desconocido,MEDIA,Manual,Generico
SPN,1756,6,Solenoide de elevación de la suspensión neumática - Corriente por encima de lo normal,Eje,MEDIA,Manual,Generico
SPN,1756,5,Solenoide de elevación de la suspensión neumática - Corriente debajo de lo normal o circuito abierto,Eje,MEDIA,Manual,Generico
SPN,1755,5,Solenoide de descarga de la suspensión neumática - Corriente debajo de lo normal o circuito abierto,Eje,MEDIA,Manual,Generico
SID,38,9,Missing Chassis Module CAN Message : Abnormal Update Rate,Desconocido,MEDIA,Manual,Generico
SPN,520804,14,Missing Remote Keyless entry door pod,Desconocido,MEDIA,Manual,Generico
SPN,805,14,Control automático de tracción (ATC) deshabilitado para evitar el debilitamiento de los frenos,ABS,MEDIA,Manual,Generico
SPN,6991,6,Number of Engine Cylinders to Exclude from Combustion : Current Above Normal Or Grounded Circuit,Desconocido,MEDIA,Manual,Generico
SPN,1552,2,"Dispositivo de entrada del operador para el HVAC de la cabina: datos erráticos, intermitentes o incorrectos",HVAC,MEDIA,Manual,Generico
SPN,520803,5,Relé del freno de estacionamiento - Baja corriente o circuito abierto,Frenos,MEDIA,Manual,Generico
SPN,70,9,Freno de estacionamiento accionado por aire - Tasa de actualización anormal,Frenos,MEDIA,Manual,Generico
SPN,70,19,Freno de estacionamiento accionado por aire - Datos de red recibidos por error,Frenos,MEDIA,Manual,Generico
SPN,70,14,El freno de estacionamiento accionado por aire está bloqueado o no funciona normalmente - El freno de estacionamiento no se puede aplicar o no se puede liberar.,Frenos,MEDIA,Manual,Generico
SPN,70,2,"Freno de estacionamiento accionado por aire - Datos erráticos, intermitentes o incorrectos",Frenos,MEDIA,Manual,Generico
SPN,522,10,Deslizamiento del embrague - Tasa de cambio anormal,Transmisión,MEDIA,Manual,Generico
SID,55,10,Deslizamiento del embrague - Tasa de cambio anormal,Transmisión,MEDIA,Manual,Generico
SID,55,7,Desacoplamiento del embrague - Sistema mecánico que no responde,Transmisión,MEDIA,Manual,Generico
SPN,610,14,Desconocido,Desconocido,MEDIA,Manual,Generico
SID,18,5,Voltaje incorrecto en palanca de cambios - Corriente debajo de lo normal o circuito abierto,Transmisión,MEDIA,Manual,Generico
SID,39,5,Circuito del motor del riel - Corriente debajo de lo normal o circuito abierto,Transmisión,MEDIA,Manual,Generico
SID,36,12,Válvula de solenoide de rango bajo - Dispositivo inteligente o componente defectuoso,Transmisión,MEDIA,Manual,Generico
SPN,78,1,Sensor de temperatura del eje trasero trasero - Datos válidos pero inferiores al rango de operacion normal: nivel más severo,Eje,MEDIA,Manual,Generico
SPN,3226,3,Circuito del Sensor de NOx de la Salida del Postratamiento - Voltaje Arriba de lo Normal o en Corto con Fuente Alta,Postratamiento,MEDIA,Manual,Generico
SPN,6922,7,Limpieza del sistema SCR inhibida debido a que el pedal del acelerador está inactivo - El sistema mecánico no responde o no está ajustado,Postratamiento,MEDIA,Manual,Generico
SPN,6931,7,Limpieza del sistema SCR inhibida debido a que el motor no se calentó - El sistema mecánico no responde o no está ajustado,Postratamiento,MEDIA,Manual,Generico
SPN,6918,7,Limpieza del sistema SCR inhibida debido al interruptor de inhibición - El sistema mecánico no responde o está desajustado,Postratamiento,MEDIA,Manual,Generico
SPN,6923,7,Limpieza del sistema SCR inhibida por estar fuera de punto muerto - El sistema mecánico no responde o no está ajustado,Postratamiento,MEDIA,Manual,Generico
SPN,6920,7,Limpieza del sistema SCR inhibida debido al freno de servicio activo: El sistema mecánico no responde o está desajustado,Postratamiento,MEDIA,Manual,Generico
SPN,6932,7,Limpieza del sistema SCR inhibida debido a que la velocidad del vehículo se encuentra debajo de la velocidad permitida - El sistema mecánico no responde o no está ajustado,Postratamiento,MEDIA,Manual,Generico
SPN,6915,6,Comando de limpieza del sistema SCR - Corriente por encima de lo normal,Postratamiento,MEDIA,Manual,Generico
SPN,1087,0,Circuito 1 de Presión de aire del Freno de servicio - Datos válidos pero superiores al rango operativo normal - Nivel más severo,Frenos,MEDIA,Manual,Generico
SPN,1087,1,Circuito 1 de Presión de aire del Freno de servicio - Datos válidos pero por debajo del rango de funcionamiento normal - Nivel más severo,Frenos,MEDIA,Manual,Generico
SPN,1088,0,Circuito 2 de Presión de aire del Freno de servicio - Datos válidos pero superiores al rango operativo normal - Nivel más severo,Frenos,MEDIA,Manual,Generico
SPN,1088,1,Circuito 2 de Presión de aire del Freno de servicio - Datos válidos pero por debajo del rango operativo normal - Nivel más severo,Frenos,MEDIA,Manual,Generico
SID,18,14,Voltaje incorrecto en la palanca de cambios: La TECU ha detectado que se presionó el botón para subir o bajar de marcha por un tiempo inusualmente largo.,Transmisión,MEDIA,Manual,Generico
SPN,2172,12,"Eje, unidad de potencia: Dispositivo o componente inteligente defectuoso",Eje,MEDIA,Manual,Generico
SPN,2226,9,Source Address 226 : Abnormal Update Rate,Desconocido,MEDIA,Manual,Generico
SPN,2003,9,Source Address 3 : Abnormal Update Rate,Desconocido,MEDIA,Manual,Generico
SPN,2003,31,Verificar el indicador de cambio de marcha,Transmisión,MEDIA,Manual,Generico
SPN,2058,9,El módulo de control del cuerpo (BCM) detecta una pérdida de comunicación con el módulo del sistema HVAC,HVAC,MEDIA,Manual,Generico
SPN,2058,14,El módulo de control del cuerpo (BCM) detecta una pérdida de comunicación con el módulo del sistema HVAC,HVAC,MEDIA,Manual,Generico
SPN,2071,19,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,1807,9,Ángulo de Dirección - Tasa de actualización anormal,ABS,MEDIA,Manual,Generico
SPN,1807,3,Ángulo de Dirección - Voltaje por Encima de lo Normal o en Corto con Fuente Alta,ABS,MEDIA,Manual,Generico
SPN,613,14,Fallo en la entrada de aire del cabezal del control del HVAC,HVAC,MEDIA,Manual,Generico
SPN,241,15,Presión de los neumáticos - Datos válidos pero superiores al rango de funcionamiento normal - Nivel menos severo,Neumáticos,MEDIA,Manual,Generico
SPN,241,17,Presión de los neumáticos - Datos válidos pero inferiores al rango de funcionamiento normal - Nivel menos severo,Neumáticos,MEDIA,Manual,Generico
SPN,241,18,Presión de los neumáticos - Datos válidos pero inferiores al rango de funcionamiento normal - Nivel moderadamente severo,Neumáticos,MEDIA,Manual,Generico
SPN,6986,7,Tire Sensor Information : Mechanical System Not Responding Or Out Of Adjustment,Desconocido,MEDIA,Manual,Generico
SPN,6970,6,Tire Sensor Number : Current Above Normal Or Grounded Circuit,Desconocido,MEDIA,Manual,Generico
SPN,242,15,Temperatura de los neumáticos - Datos válidos pero superiores al rango de funcionamiento normal - Nivel menos severo,Neumáticos,MEDIA,Manual,Generico
SPN,248,0,Total Power Takeoff Hours : Data Valid But Above Normal Operational Range – Most Severe Level,Desconocido,MEDIA,Manual,Generico
SPN,1792,5,Señal de advertencia de ABS del remolque - Corriente debajo de lo normal o circuito abierto,ABS,MEDIA,Manual,Generico
SPN,191,10,Sensor de velocidad del eje de salida - La TECU detectó un cambio de velocidad excesivo.,Transmisión,MEDIA,Manual,Generico
SPN,191,21,Sensor de velocidad del eje de salida - Datos con desviación baja,Transmisión,MEDIA,Manual,Generico
SPN,191,2,"Sensor de velocidad del eje de salida: Datos Erráticos, Intermitentes o Incorrectos",Transmisión,MEDIA,Manual,Generico
SPN,788,7,Actuador del embrague electrónico: El Sistema mecánico no responde,Transmisión,MEDIA,Manual,Generico
PID,34,12,Actuador del embrague electrónico (ECA): Dispositivo inteligente o componente defectuoso,Transmisión,MEDIA,Manual,Generico
PID,34,7,Actuador del embrague electrónico (ECA): El Sistema mecánico no responde,Transmisión,MEDIA,Manual,Generico
PID,190,5,Sensor de velocidad del actuador de embrague electrónico - Corriente debajo de lo normal o circuito abierto,Transmisión,MEDIA,Manual,Generico
SPN,2900,9,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,6912,7,Transmission Internal Component 2 Speed : Mechanical System Not Responding Or Out Of Adjustment,Transmisión,MEDIA,Manual,Generico
SPN,3027,4,Sensor de Nivel de aceite de la Transmisión - Voltaje por Debajo de lo Normal o en Corto con Fuente Baja,Transmisión,MEDIA,Manual,Generico
SPN,177,3,Temperatura del aceite de transmisión 1- Voltaje por encima de lo normal o en corto,Transmisión,MEDIA,Manual,Generico
SPN,751,8,Dispositivo de control de cambios J1939: Frecuencia anormal,Transmisión,MEDIA,Manual,Generico
SPN,751,2,"Seelector de cambios de la Transmisión - Datos erráticos, intermitentes o incorrectos",Transmisión,MEDIA,Manual,Generico
SPN,751,14,Posición incorrecta de la palanca de cambios: La posición seleccionada de la palanca de cambios es inválida,Transmisión,MEDIA,Manual,Generico
SPN,768,5,Válvula de solenoide de control de rango - Corriente debajo de lo normal o circuito abierto,Transmisión,MEDIA,Manual,Generico
SPN,525,13,Transmission Requested Gear : Out Of Calibration,Transmisión,MEDIA,Manual,Generico
SPN,752,2,Voltaje incorrecto en la palanca de cambios: Datos erráticos,Transmisión,MEDIA,Manual,Generico
SID,19,14,Voltaje incorrecto en la palanca de cambios: La TECU ha detectado que se presionó el botón para subir o bajar de marcha por un tiempo inusualmente largo.,Transmisión,MEDIA,Manual,Generico
SID,40,1,"Circuito del motor de engranajes - Datos válidos, pero por debajo de los valores",Transmisión,MEDIA,Manual,Generico
SID,47,7,Se detectó que la caja de transmisión está enganchada - El Sistema mecánico no responde,Transmisión,MEDIA,Manual,Generico
SPN,60,10,Sensor de posición del riel - Tasa anormal de cambio,Transmisión,MEDIA,Manual,Generico
SPN,60,2,"Sensor de posición del riel - Datos erráticos, intermitentes o incorrectos",Transmisión,MEDIA,Manual,Generico
SID,60,14,La TECU detecta que el dedo accionador está en una posición no neutra cuando se apaga el vehículo,Transmisión,MEDIA,Manual,Generico
SPN,60,11,Sensor de posición del riel - Causa raíz desconocida,Transmisión,MEDIA,Manual,Generico
SPN,770,12,Válvula de solenoide del divisor -Dispositivo inteligente o componente defectuoso,Transmisión,MEDIA,Manual,Generico
SPN,770,5,Válvula de solenoide del divisor: Corriente debajo de lo normal o circuito abierto,Transmisión,MEDIA,Manual,Generico
SPN,770,4,Válvula de solenoide del divisor - Voltaje por Debajo de lo Normal o en Corto con Fuente Baja,Transmisión,MEDIA,Manual,Generico
SID,37,5,Válvula de solenoide del divisor: Corriente debajo de lo normal o circuito abierto,Transmisión,MEDIA,Manual,Generico
SID,37,4,Válvula de solenoide del divisor: Voltaje por Debajo de lo Normal o en Corto con Fuente Baja,Transmisión,MEDIA,Manual,Generico
SPN,771,5,Válvula de solenoide del divisor: Corriente debajo de lo normal o circuito abierto,Transmisión,MEDIA,Manual,Generico
SPN,771,4,Válvula de solenoide del divisor - Voltaje por Debajo de lo Normal o en Corto con Fuente Baja,Transmisión,MEDIA,Manual,Generico
SID,38,5,Válvula de solenoide del divisor: Corriente debajo de lo normal o circuito abierto,Transmisión,MEDIA,Manual,Generico
SID,38,4,Válvula de solenoide del divisor: Voltaje por Debajo de lo Normal o en Corto con Fuente Baja,Transmisión,MEDIA,Manual,Generico
SPN,641,4,Turbo Control Circuit Failed Low,Desconocido,MEDIA,Manual,Generico
SPN,6981,6,Under Pressure Percentage Threshold : Current Above Normal Or Grounded Circuit,Desconocido,MEDIA,Manual,Generico
SPN,520930,13,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,520931,13,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,520932,13,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,520933,13,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,520934,13,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,520936,13,Desconocido,Desconocido,MEDIA,Manual,Generico
SPN,1814,2,"VDC Fully Operational : Data Erratic, Intermittent Or Incorrect",Desconocido,MEDIA,Manual,Generico
SID,17,2,"Velocidad del vehículo basada en las ruedas - Datos erráticos, intermitentes o incorrectos",Frenos,MEDIA,Manual,Generico
SPN,789,12,Sensor de velocidad de la rueda (eje delantero izquierdo) - Dispositivo inteligente o componente defectuoso,ABS,MEDIA,Manual,Generico
SPN,790,12,Sensor de velocidad de la rueda (eje delantero derecho) - Dispositivo inteligente o componente defectuoso,ABS,MEDIA,Manual,Generico
SPN,790,4,Sensor de velocidad de la rueda (eje delantero derecho) - Voltaje por Debajo de lo Normal o en Corto con Fuente Baja,ABS,MEDIA,Manual,Generico
SPN,84,10,Datos de velocidad del vehículo basados ​​en las ruedas - Tasa de cambio anormal,ABS,MEDIA,Manual,Generico
SPN,84,2,"Datos de velocidad del vehículo basados ​​en las ruedas erráticos, intermitentes o incorrectos",ABS,MEDIA,Manual,Generico
SPN,84,15,Velocidad del vehículo basada ​​en las ruedas - Datos validos pero por encima del Rango Normal De Operación - Nivel menos severo,ABS,MEDIA,Manual,Generico
SPN,84,19,Datos de velocidad del vehículo basados ​​en las ruedas - Datos de red recibidos por error,ABS,MEDIA,Manual,Generico
SID,9,7,Entrada de la Posición de Reposo del Limpia Parabrisas - El Sistema mecánico no responde,Cab,MEDIA,Manual,Generico
SPN,2917,19,XBR System State : Received Network Data In Error,Desconocido,MEDIA,Manual,Generico
SPN,2623,4,Circuito del Sensor de Posición 2 del Pedal del Acelerador - Voltaje Por Debajo de lo Normal o en Corto con Fuente Baja,Motor,ALTA,Manual,Generico
SPN,91,8,Sensor De Posición Del Acelerador - Frecuencia anormal,Motor,ALTA,Manual,Generico
SPN,91,2,"Sensor De Posición Del Acelerador - Datos erráticos, intermitentes o incorrectos",Motor,ALTA,Manual,Generico
SPN,91,3,Sensor De Posición Del Acelerador - Voltaje por Encima de lo Normal o en Corto con Fuente Alta,Motor,ALTA,Manual,Generico
SPN,4340,3,Calentador de la línea del fluido de escape diesel del Postratamiento - Voltaje por Encima de lo Normal o en Corto con Fuente Alta,Postratamiento,ALTA,Manual,Generico
SPN,3363,3,Calentador del Tanque del Fluido de Escape Diésel de Postratamiento - Voltaje Arriba de lo Normal o en Corto con Fuente Alta,Postratamiento,ALTA,Manual,Generico
SPN,3226,4,Circuito del Sensor de NOx de la Salida del Postratamiento - Voltaje por Debajo de lo Normal o en Corto con Fuente Baja,Postratamiento,ALTA,Manual,Generico
SPN,4794,31,Falta el sistema de catalizador SCR de postratamiento 1 - La condición existe,Postratamiento,ALTA,Manual,Generico
SPN,2392,6,Luces y Alarma de Reversa - Corriente por encima de lo normal,Eléctrico,ALTA,Manual,Generico
SPN,2392,5,Luces y Alarma de Reversa - Corriente debajo de lo normal o circuito abierto,Eléctrico,ALTA,Manual,Generico
SID,152,6,Corto a tierra en el banco 2,Motor,ALTA,Manual,Generico
SPN,168,18,El voltaje de alimentación del ECM está por debajo del nivel mínimo del voltaje del sistema - Nivel moderadamente grave,Motor,ALTA,Manual,Generico
SPN,597,9,Interruptor de freno - Tasa de actualización anormal,Frenos,ALTA,Manual,Generico
SPN,597,7,Interruptor de freno atascado en posición de abierto o cerrado,Frenos,ALTA,Manual,Generico
SPN,597,14,Interruptor de freno atascado en posición de abierto o cerrado,Frenos,ALTA,Manual,Generico
SPN,938,5,El solenoide de la Válvula moduladora de descarga del sistema de frenos (Eje 1 izquierdo) - Corriente por debajo de lo normal o circuito abierto,Frenos,ALTA,Manual,Generico
SPN,938,3,El solenoide de la Válvula moduladora de descarga del sistema de frenos (Eje 1 izquierdo) - Voltaje por Encima de lo Normal o en Corto con Fuente Alta,Frenos,ALTA,Manual,Generico
SPN,939,3,El solenoide de la Válvula moduladora de descarga del sistema de frenos (Eje 1 derecho) - Voltaje por Encima de lo Normal o en Corto con Fuente Alta,Frenos,ALTA,Manual,Generico
SPN,939,5,El solenoide de la Válvula moduladora de descarga del sistema de frenos (Eje 1 derecho) - Corriente por debajo de lo normal o circuito abierto,Frenos,ALTA,Manual,Generico
SPN,940,5,El solenoide de la Válvula moduladora de descarga del sistema de frenos (Eje 2 izquierdo) - Corriente por debajo de lo normal o circuito abierto,Frenos,ALTA,Manual,Generico
SPN,940,3,El solenoide de la Válvula moduladora de descarga del sistema de frenos (Eje 2 izquierdo) - Voltaje Arriba de lo Normal o en Corto con Fuente Alta,Frenos,ALTA,Manual,Generico
SPN,940,4,El solenoide de la Válvula moduladora de descarga del sistema de frenos (Eje 2 izquierdo) - Voltaje por Debajo de lo Normal o en Corto con Fuente Baja,Frenos,ALTA,Manual,Generico
SPN,941,5,El solenoide de la Válvula moduladora de descarga del sistema de frenos (Eje 2 derecho) - Corriente por debajo de lo normal o circuito abierto,Frenos,ALTA,Manual,Generico
SPN,941,3,El solenoide de la Válvula moduladora de descarga del sistema de frenos (Eje 2 derecho) - Voltaje Arriba de lo Normal o en Corto con Fuente Alta,Frenos,ALTA,Manual,Generico
SPN,941,4,El solenoide de la Válvula moduladora de descarga del sistema de frenos (Eje 2 derecho) - Voltaje por Debajo de lo Normal o en Corto con Fuente Baja,Frenos,ALTA,Manual,Generico
SPN,932,5,El solenoide de la Válvula moduladora de retención del sistema de frenos (Eje 1 izquierdo) - Corriente debajo de lo normal o circuito abierto,Frenos,ALTA,Manual,Generico
SPN,932,3,El solenoide de la Válvula moduladora de retención del sistema de frenos (Eje 1 izquierdo) - Voltaje Arriba de lo Normal o en Corto con Fuente Alta,Frenos,ALTA,Manual,Generico
SPN,932,4,El solenoide de la Válvula moduladora de retención del sistema de frenos (Eje 1 izquierdo) - Voltaje por Debajo de lo Normal o en Corto con Fuente Baja,Frenos,ALTA,Manual,Generico
SPN,933,5,El solenoide de la Válvula moduladora de retención del sistema de frenos (Eje 1 derecho) - Corriente por debajo de lo normal o circuito abierto,Frenos,ALTA,Manual,Generico
SPN,934,5,El solenoide de la Válvula moduladora de retención del sistema de frenos (Eje 2 izquierdo) - Corriente por debajo de lo normal o circuito abierto,Frenos,ALTA,Manual,Generico
